closing_time_of_funding_and_candle,hourly_funding_rate,annualized_funding_rate,premium,openPrice,closingPrice,volume,open_interest
1739851200028,1.25e-05,0.10950000000000001,0.000239091,96066.0,96217.0,463.04211,
1739854800155,1.25e-05,0.10950000000000001,-2.26028e-05,96217.0,96049.0,831.1543,
1739858400002,1.25e-05,0.10950000000000001,-0.000348445,96049.0,95539.0,1050.93092,
1739862000046,9.6022e-06,0.08411527199999999,-0.0004231824,95538.0,95360.0,1303.38135,
1739865600021,1.25e-05,0.10950000000000001,-0.0001679278,95360.0,95464.0,765.80422,
1739869200048,1.25e-05,0.10950000000000001,-0.0001804759,95464.0,95223.0,489.66079,
1739872800064,1.25e-05,0.10950000000000001,-9.48931e-05,95222.0,95784.0,969.97638,
1739876400091,1.25e-05,0.10950000000000001,-4.73989e-05,95783.0,95716.0,370.38181,
1739880000026,1.25e-05,0.10950000000000001,-0.0001331288,95717.0,95620.0,362.4643,
1739883600036,1.25e-05,0.10950000000000001,-6.5292e-05,95614.0,96184.0,565.60391,
1739887200110,1.25e-05,0.10950000000000001,-8.6308e-05,96185.0,96208.0,400.98943,
1739890800023,1.25e-05,0.10950000000000001,-0.0001523132,96209.0,95488.0,1699.07531,
1739894400092,1.25e-05,0.10950000000000001,-0.0001682982,95493.0,95551.0,1895.656,
1739898000029,1.25e-05,0.10950000000000001,-0.0002786683,95550.0,94606.0,2429.78863,
1739901600043,1.25e-05,0.10950000000000001,-0.0003493905,94605.0,94092.0,2053.08783,
1739905200031,1.25e-05,0.10950000000000001,-0.0001218477,94093.0,93930.0,2248.55659,
1739908800084,1.25e-05,0.10950000000000001,-0.0001009655,93930.0,94102.0,2456.00141,
1739912400014,1.25e-05,0.10950000000000001,9.53669e-05,94105.0,94215.0,2285.43312,
1739916000019,1.25e-05,0.10950000000000001,0.0001980817,94215.0,95102.0,2368.0087,
1739919600130,1.25e-05,0.10950000000000001,0.0002898923,95102.0,95346.0,594.44057,
1739923200076,1.25e-05,0.10950000000000001,0.0003230273,95345.0,95704.0,646.49274,
1739926800048,1.25e-05,0.10950000000000001,0.000268187,95704.0,95363.0,673.22488,
1739930400048,1.25e-05,0.10950000000000001,0.000296296,95363.0,95494.0,591.62778,
1739934000021,1.25e-05,0.10950000000000001,0.0002044486,95494.0,95822.0,740.29602,
1739937600025,1.25e-05,0.10950000000000001,0.0001374737,95822.0,95728.0,228.78804,
1739941200018,1.25e-05,0.10950000000000001,0.000104927,95728.0,95235.0,284.49138,
1739944800012,1.25e-05,0.10950000000000001,0.0002931576,95233.0,95315.0,622.8587,
1739948400050,1.25e-05,0.10950000000000001,0.0002935616,95314.0,95652.0,183.64598,
1739952000022,1.25e-05,0.10950000000000001,8.48099e-05,95651.0,95698.0,268.844,
1739955600091,1.25e-05,0.10950000000000001,5.81989e-05,95698.0,95628.0,175.14182,
1739959200091,1.25e-05,0.10950000000000001,9.17665e-05,95628.0,95965.0,254.86745,
1739962800035,1.25e-05,0.10950000000000001,0.000131991,95964.0,96343.0,474.69771,
1739966400109,1.25e-05,0.10950000000000001,6.62854e-05,96343.0,96436.0,429.85711,
1739970000006,1.25e-05,0.10950000000000001,9.23453e-05,96436.0,96164.0,454.77229,
1739973600042,1.25e-05,0.10950000000000001,7.70499e-05,96164.0,96294.0,372.32688,
1739977200101,1.25e-05,0.10950000000000001,0.0001043841,96293.0,95740.0,1734.63943,
1739980800051,1.25e-05,0.10950000000000001,2.53955e-05,95740.0,95936.0,1325.1102,
1739984400091,1.25e-05,0.10950000000000001,0.0001053785,95936.0,96315.0,841.11085,
1739988000018,1.25e-05,0.10950000000000001,0.0001420225,96316.0,96419.0,853.75361,
1739991600072,1.25e-05,0.10950000000000001,0.0001271398,96420.0,95683.0,785.11863,
1739995200051,1.25e-05,0.10950000000000001,0.0001721978,95684.0,96230.0,1147.77151,
1739998800014,1.25e-05,0.10950000000000001,0.0002028631,96232.0,96156.0,868.97327,
1740002400043,1.25e-05,0.10950000000000001,0.0003145391,96199.0,96333.0,489.27556,
1740006000018,1.25e-05,0.10950000000000001,0.0003563896,96333.0,96591.0,693.39166,
1740009600055,1.25e-05,0.10950000000000001,0.0004142064,96592.0,96666.0,900.45219,
1740013200132,1.25e-05,0.10950000000000001,0.0001272515,96665.0,96933.0,1294.57359,
1740016800042,1.46138e-05,0.12801688800000002,0.0006169105,96933.0,96819.0,938.3587,
1740020400070,1.87455e-05,0.16421058,0.0006499636,96820.0,97218.0,545.06545,
1740024000031,2.51841e-05,0.22061271600000001,0.0007014728,97219.0,97130.0,475.98382,
1740027600037,2.1809e-05,0.19104684000000002,0.0006744721,97130.0,97284.0,355.9375,
1740031200054,1.25e-05,0.10950000000000001,0.0004735996,97283.0,96947.0,620.53442,
1740034800111,1.25e-05,0.10950000000000001,0.0002640214,96946.0,96935.0,456.38035,
1740038400010,1.25e-05,0.10950000000000001,0.0002468435,96934.0,96838.0,409.86234,
1740042000027,1.25e-05,0.10950000000000001,0.000113021,96857.0,97206.0,799.62864,
1740045600063,1.25e-05,0.10950000000000001,0.000532744,97207.0,97243.0,428.04045,
1740049200004,1.25e-05,0.10950000000000001,0.000573523,97243.0,97440.0,225.38601,
1740052800109,1.57248e-05,0.137749248,0.0006257984,97441.0,97250.0,381.05308,
1740056400140,1.25e-05,0.10950000000000001,0.0005200305,97250.0,97445.0,458.82916,
1740060000075,1.25e-05,0.10950000000000001,0.0003476395,97446.0,97576.0,519.28942,
1740063600003,1.25e-05,0.10950000000000001,0.0001933033,97577.0,96975.0,1820.13429,
1740067200078,1.25e-05,0.10950000000000001,0.0001619526,96976.0,96908.0,1602.62643,
1740070800036,1.25e-05,0.10950000000000001,0.0001340453,96913.0,97541.0,1397.66817,
1740074400010,1.25e-05,0.10950000000000001,9.72e-06,97542.0,97974.0,486.17562,
1740078000089,1.25e-05,0.10950000000000001,-0.0002657327,97969.0,98232.0,1717.97367,
1740081600003,-4.8539e-06,-0.042520164,-0.0005388308,98232.0,98372.0,978.68609,
1740085200050,-1.02703e-05,-0.089967828,-0.0005821625,98372.0,98386.0,1104.53618,
1740088800095,-3.65771e-05,-0.320415396,-0.0007926172,98382.0,98008.0,1012.87908,
1740092400039,7.933e-07,0.0069493079999999995,-0.0004936539,98008.0,98087.0,1445.81999,
1740096000115,1.25e-05,0.10950000000000001,-0.0003389991,98087.0,98271.0,430.70022,
1740099600066,7.6288e-06,0.066828288,-0.0004389698,98271.0,98180.0,383.72759,
1740103200000,1.21832e-05,0.106724832,-0.000402534,98179.0,98292.0,282.1241,
1740106800085,1.25e-05,0.10950000000000001,-0.0001870177,98292.0,98100.0,371.14332,
1740110400025,1.25e-05,0.10950000000000001,-0.0001299815,98099.0,98135.0,306.84707,
1740114000031,1.25e-05,0.10950000000000001,-8.35211e-05,98136.0,98182.0,410.34149,
1740117600000,1.25e-05,0.10950000000000001,-0.0001589944,98183.0,98322.0,198.08622,
1740121200091,1.25e-05,0.10950000000000001,-0.0001543989,98323.0,98369.0,264.39051,
1740124800085,-1.6283e-05,-0.14263908,-0.0006302639,98370.0,98113.0,1123.69984,
1740128400036,3.9051e-06,0.034208676,-0.0004687592,98113.0,98163.0,318.251,
1740132000029,1.25e-05,0.10950000000000001,-0.0003800721,98164.0,98308.0,1409.56525,
1740135600119,1.25e-05,0.10950000000000001,-0.0003117744,98308.0,98574.0,452.84834,
1740139200082,-2.02116e-05,-0.17705361600000002,-0.0006616931,98575.0,98535.0,1160.54112,
1740142800025,-3.64348e-05,-0.319168848,-0.0007914782,98535.0,98852.0,625.38253,
1740146400023,2.4228e-06,0.021223728,-0.0004806176,98853.0,99289.0,2671.07835,
1740150000029,4.1462e-06,0.036320712,-0.0004668308,99288.0,98709.0,1965.01327,
1740153600016,7.5422e-06,0.06606967200000001,-0.0004396624,98720.0,98021.0,8110.71258,
1740157200025,1.25e-05,0.10950000000000001,-0.0003139542,98021.0,98191.0,3911.75993,
1740160800043,-3.32e-06,-0.0290832,-0.0005265596,98191.0,96949.0,4666.19728,
1740164400059,1.25e-05,0.10950000000000001,-0.0001259782,96949.0,96484.0,3442.90852,
1740168000059,1.25e-05,0.10950000000000001,-0.0002504527,96483.0,95285.0,5357.23827,
1740171600000,1.25e-05,0.10950000000000001,0.0004871241,95279.0,95100.0,3938.48733,
1740175200028,8.81249e-05,0.7719741239999999,0.0012049989,95100.0,95556.0,2749.03131,
1740178800096,8.58737e-05,0.7522536120000001,0.0011869892,95557.0,95934.0,1439.06834,
1740182400015,8.24019e-05,0.7218406439999999,0.0011592149,95934.0,96300.0,610.94904,
1740186000018,8.38611e-05,0.734623236,0.0011708891,96300.0,96287.0,802.2785,
1740189600086,8.27898e-05,0.7252386479999999,0.0011623186,96287.0,96300.0,686.47978,
1740193200084,3.62969e-05,0.317960844,0.0007903753,96300.0,96410.0,330.65024,
1740196800048,3.73013e-05,0.32675938800000004,0.0007984101,96424.0,96367.0,275.29713,
1740200400000,4.12567e-05,0.361408692,0.0008300534,96368.0,96457.0,257.76939,
1740204000091,1.25e-05,0.10950000000000001,0.0005563435,96457.0,96562.0,408.59145,
1740207600123,1.25e-05,0.10950000000000001,0.0005388598,96562.0,96450.0,408.31913,
1740211200020,1.25e-05,0.10950000000000001,0.000508234,96451.0,96339.0,325.71927,
1740214800014,1.25e-05,0.10950000000000001,0.0004818026,96339.0,96261.0,269.11341,
1740218400206,1.25e-05,0.10950000000000001,0.0002300433,96260.0,96522.0,468.1938,
1740222000022,1.25e-05,0.10950000000000001,0.0002456404,96524.0,96508.0,281.9331,
1740225600115,1.25e-05,0.10950000000000001,0.0001427284,96508.0,96600.0,177.41564,
1740229200015,1.25e-05,0.10950000000000001,0.0003411676,96601.0,96852.0,412.68297,
1740232800051,1.25e-05,0.10950000000000001,0.000256084,96852.0,96568.0,377.8444,
1740236400004,1.25e-05,0.10950000000000001,0.0001844628,96569.0,96568.0,349.95853,
1740240000035,1.25e-05,0.10950000000000001,0.0002097705,96568.0,96626.0,313.84625,
1740243600066,1.25e-05,0.10950000000000001,0.0002010225,96626.0,96512.0,371.86708,
1740247200039,1.25e-05,0.10950000000000001,0.0001229857,96512.0,96643.0,277.48184,
1740250800094,1.25e-05,0.10950000000000001,3.87048e-05,96642.0,96379.0,849.7103,
1740254400010,1.25e-05,0.10950000000000001,-0.0003989082,96379.0,96612.0,350.64865,
1740258000034,1.25e-05,0.10950000000000001,-0.0003432581,96611.0,96539.0,177.01358,
1740261600068,-3.047e-07,-0.002669172,-0.0005024378,96537.0,96609.0,216.38835,
1740265200031,1.25e-05,0.10950000000000001,-0.0003263554,96611.0,96621.0,89.70166,
1740268800060,1.25e-05,0.10950000000000001,-0.0003460522,96621.0,96524.0,80.17178,
1740272400041,1.25e-05,0.10950000000000001,-0.0003640214,96523.0,96607.0,146.76746,
1740276000045,-6.9535e-06,-0.060912659999999993,-0.0005556276,96608.0,96394.0,293.13138,
1740279600011,-3.7156e-06,-0.032548656,-0.000529725,96394.0,96355.0,114.04105,
1740283200048,7.747e-06,0.06786372000000002,-0.0004380243,96354.0,96393.0,220.38555,
1740286800034,9.9982e-06,0.087584232,-0.0004200144,96393.0,96347.0,137.3071,
1740290400064,-1.71839e-05,-0.15053096400000002,-0.0006374709,96347.0,96145.0,480.23198,
1740294000010,-2.9966e-06,-0.026250216,-0.0005239725,96145.0,96299.0,374.28861,
1740297600152,1.25e-05,0.10950000000000001,-0.0003345237,96299.0,96486.0,472.90327,
1740301200027,-1.08995e-05,-0.09547962,-0.000587196,96485.0,96303.0,366.98454,
1740304800011,-1.09497e-05,-0.09591937199999999,-0.0005875977,96307.0,96232.0,557.65598,
1740308400166,-2.53608e-05,-0.22216060799999998,-0.0007028863,96232.0,96110.0,315.58734,
1740312000052,-1.34125e-05,-0.1174935,-0.0006072999,96109.0,96055.0,121.04963,
1740315600098,-1.59735e-05,-0.13992786,-0.0006277876,96054.0,95655.0,507.20673,
1740319200050,5.816e-07,0.005094815999999999,-0.0004953469,95654.0,95916.0,460.95257,
1740322800066,-1.14399e-05,-0.10021352400000001,-0.0005915194,95915.0,95522.0,595.29325,
1740326400079,-2.8675e-06,-0.025119300000000004,-0.0005229403,95522.0,95377.0,549.5487,
1740330000024,1.15098e-05,0.10082584799999998,-0.0004079217,95377.0,95411.0,333.38574,
1740333600068,1.25e-05,0.10950000000000001,-0.0003927789,95412.0,95646.0,653.89229,
1740337200008,1.25e-05,0.10950000000000001,-2.62456e-05,95645.0,95720.0,551.01274,
1740340800030,1.25e-05,0.10950000000000001,-4.92822e-05,95720.0,95756.0,189.60956,
1740344400023,1.25e-05,0.10950000000000001,-0.0001040237,95755.0,95772.0,123.67755,
1740348000118,1.25e-05,0.10950000000000001,-0.0002504862,95772.0,95733.0,159.12573,
1740351600017,1.25e-05,0.10950000000000001,-0.0001883333,95734.0,95773.0,328.09874,
1740355200123,1.25e-05,0.10950000000000001,-5.45947e-05,95773.0,96283.0,924.38999,
1740358800041,1.25e-05,0.10950000000000001,0.0001862824,96282.0,96286.0,870.77392,
1740362400008,1.25e-05,0.10950000000000001,-0.0001287161,96286.0,95930.0,1297.59099,
1740366000005,1.25e-05,0.10950000000000001,-0.000321071,95929.0,95791.0,486.24737,
1740369600039,1.25e-05,0.10950000000000001,-0.0003775346,95790.0,95374.0,804.43039,
1740373200085,4.7302e-06,0.041436551999999995,-0.0004621586,95373.0,95251.0,1061.35772,
1740376800199,1.3725e-06,0.0120231,-0.0004890201,95252.0,95682.0,687.03066,
1740380400017,1.02202e-05,0.08952895200000001,-0.0004182385,95682.0,95838.0,762.29057,
1740384000014,1.25e-05,0.10950000000000001,-0.0003618034,95835.0,95845.0,292.76883,
1740387600101,1.25e-05,0.10950000000000001,-0.0002618737,95845.0,95459.0,784.6398,
1740391200039,1.25e-05,0.10950000000000001,-0.0002144742,95460.0,95747.0,322.91785,
1740394800065,1.25e-05,0.10950000000000001,-0.0002721769,95740.0,95594.0,440.25247,
1740398400048,1.25e-05,0.10950000000000001,-6.57595e-05,95594.0,95837.0,448.17362,
1740402000028,1.25e-05,0.10950000000000001,0.0001793731,95837.0,95801.0,429.22928,
1740405600098,1.25e-05,0.10950000000000001,8.23851e-05,95801.0,95561.0,1822.95992,
1740409200019,8.09e-08,0.0007086840000000001,-0.000499353,95561.0,94564.0,3207.75675,
1740412800053,3.0328e-06,0.026567328,-0.0004757373,94564.0,94305.0,3380.15539,
1740416400162,1.25e-05,0.10950000000000001,0.0002963599,94305.0,94431.0,2911.19351,
1740420000103,1.25e-05,0.10950000000000001,0.0002924083,94444.0,94679.0,1242.54002,
1740423600018,1.25e-05,0.10950000000000001,0.0003327257,94680.0,94188.0,854.43566,
1740427200109,1.25e-05,0.10950000000000001,0.0002040375,94187.0,93984.0,1376.8174,
1740430800000,1.25e-05,0.10950000000000001,0.0002930462,93985.0,94028.0,1062.25501,
1740434400047,1.25e-05,0.10950000000000001,0.000295205,94028.0,93998.0,1035.48042,
1740438000197,1.25e-05,0.10950000000000001,0.0001041219,93998.0,92440.0,5401.09223,
1740441600011,1.25e-05,0.10950000000000001,0.0003602994,92435.0,91569.0,5074.11807,
1740445200007,1.25e-05,0.10950000000000001,0.0002874966,91587.0,91908.0,5059.42493,
1740448800064,1.25e-05,0.10950000000000001,0.000352686,91908.0,92058.0,2269.99965,
1740452400015,1.25e-05,0.10950000000000001,0.0002476257,92059.0,92411.0,1455.21804,
1740456000008,1.25e-05,0.10950000000000001,0.0002858394,92411.0,92181.0,980.16751,
1740459600131,1.25e-05,0.10950000000000001,0.0003041836,92181.0,91907.0,849.95612,
1740463200030,1.25e-05,0.10950000000000001,0.0003576741,91908.0,92099.0,1738.21832,
1740466800045,1.25e-05,0.10950000000000001,0.0003825878,92119.0,91287.0,1153.27257,
1740470400042,1.25e-05,0.10950000000000001,0.0001543585,91287.0,89286.0,8579.44452,
1740474000016,1.25e-05,0.10950000000000001,0.0001785412,89350.0,89390.0,3294.18718,
1740477600003,1.25e-05,0.10950000000000001,6.18598e-05,89396.0,88295.0,2825.91518,
1740481200135,1.25e-05,0.10950000000000001,0.0002512038,88295.0,88244.0,5350.23299,
1740484800041,1.25e-05,0.10950000000000001,0.0004031114,88247.0,89288.0,2775.95675,
1740488400053,1.25e-05,0.10950000000000001,0.0004141959,89289.0,89440.0,1443.39845,
1740492000000,1.25e-05,0.10950000000000001,0.0002203834,89440.0,88849.0,1504.72718,
1740495600006,1.25e-05,0.10950000000000001,0.0001809664,88848.0,87179.0,5529.09258,
1740499200007,1.25e-05,0.10950000000000001,0.0001133099,87185.0,87246.0,8126.05226,
1740502800035,1.25e-05,0.10950000000000001,0.0005106853,87247.0,87532.0,3722.47915,
1740506400013,3.7608e-05,0.32944608000000003,0.0008008643,87534.0,87315.0,3924.03001,
1740510000031,1.25e-05,0.10950000000000001,0.0004325759,87315.0,87099.0,2696.77552,
1740513600027,1.25e-05,0.10950000000000001,0.0005692593,87099.0,87996.0,2357.67861,
1740517200054,1.25e-05,0.10950000000000001,0.0005112319,87998.0,88185.0,3121.065,
1740520800040,1.25e-05,0.10950000000000001,0.0002945274,88185.0,88811.0,1522.25789,
1740524400000,1.25e-05,0.10950000000000001,0.000293428,88812.0,88830.0,1810.05017,
1740528000018,1.25e-05,0.10950000000000001,0.0002755723,88829.0,88687.0,768.55776,
1740531600028,1.25e-05,0.10950000000000001,0.000165898,88690.0,88160.0,779.22029,
1740535200045,1.25e-05,0.10950000000000001,0.0002168145,88160.0,88734.0,903.20212,
1740538800034,1.25e-05,0.10950000000000001,0.0003387994,88732.0,89048.0,434.26252,
1740542400031,1.25e-05,0.10950000000000001,0.0004755895,89050.0,88914.0,953.93374,
1740546000005,1.25e-05,0.10950000000000001,0.0005043792,88916.0,88737.0,710.6266,
1740549600045,1.25e-05,0.10950000000000001,0.0003340446,88737.0,88448.0,541.95782,
1740553200033,1.25e-05,0.10950000000000001,0.0004229263,88453.0,88963.0,239.43169,
1740556800090,1.25e-05,0.10950000000000001,0.00027392,88963.0,88734.0,417.29924,
1740560400042,1.25e-05,0.10950000000000001,0.0001721106,88734.0,88500.0,430.3756,
1740564000041,1.25e-05,0.10950000000000001,0.0002733589,88500.0,89135.0,609.66419,
1740567600020,1.25e-05,0.10950000000000001,0.0002688819,89134.0,89284.0,387.57156,
1740571200020,1.25e-05,0.10950000000000001,0.0001755604,89283.0,88640.0,787.69321,
1740574800024,1.25e-05,0.10950000000000001,0.0001517628,88640.0,87956.0,1025.157,
1740578400043,1.25e-05,0.10950000000000001,6.26748e-05,87955.0,87197.0,1058.66618,
1740582000035,1.25e-05,0.10950000000000001,9.59062e-05,87198.0,87649.0,5780.91522,
1740585600086,1.25e-05,0.10950000000000001,0.00016283,87642.0,87564.0,2664.90528,
1740589200048,1.25e-05,0.10950000000000001,0.0001814914,87564.0,86814.0,2619.25827,
1740592800041,1.25e-05,0.10950000000000001,0.0001364119,86816.0,86046.0,2272.19236,
1740596400182,1.25e-05,0.10950000000000001,-6.33629e-05,86046.0,84250.0,7749.99868,
1740600000197,1.25e-05,0.10950000000000001,-6.68399e-05,84250.0,83851.0,4005.80747,
1740603600028,1.25e-05,0.10950000000000001,0.0004873222,83851.0,84429.0,7047.21996,
1740607200064,1.25e-05,0.10950000000000001,0.0003433828,84430.0,84612.0,4834.46755,
1740610800135,1.25e-05,0.10950000000000001,0.0003978039,84613.0,84417.0,3115.13883,
1740614400080,1.25e-05,0.10950000000000001,0.0002374938,84424.0,84281.0,1463.5669,
1740618000065,1.25e-05,0.10950000000000001,6.07525e-05,84281.0,84744.0,1726.1876,
1740621600026,1.25e-05,0.10950000000000001,4.94081e-05,84745.0,84777.0,1461.69725,
1740625200077,1.25e-05,0.10950000000000001,2.06765e-05,84778.0,84267.0,1040.24323,
1740628800028,1.25e-05,0.10950000000000001,-3.51277e-05,84266.0,85221.0,779.35958,
1740632400007,1.25e-05,0.10950000000000001,-7.74031e-05,85221.0,85152.0,565.56965,
1740636000026,1.25e-05,0.10950000000000001,-7.699e-07,85151.0,85880.0,723.35895,
1740639600052,1.25e-05,0.10950000000000001,1.79984e-05,85880.0,86250.0,877.7332,
1740643200140,1.25e-05,0.10950000000000001,-4.3944e-06,86250.0,86263.0,564.13082,
1740646800030,1.25e-05,0.10950000000000001,-0.0001256297,86263.0,86046.0,496.87986,
1740650400090,1.25e-05,0.10950000000000001,-7.78507e-05,86045.0,86165.0,578.44549,
1740654000060,1.25e-05,0.10950000000000001,-5.37104e-05,86164.0,87017.0,931.59024,
1740657600031,1.25e-05,0.10950000000000001,-0.0001391638,87014.0,86668.0,1093.90736,
1740661200037,1.25e-05,0.10950000000000001,-0.000371897,86668.0,86290.0,1098.96631,
1740664800039,1.11926e-05,0.09804717600000001,-0.0004104595,86289.0,86062.0,1532.88611,
1740668400051,8.7839e-06,0.076946964,-0.000429729,86060.0,84961.0,3717.72932,
1740672000009,1.25e-05,0.10950000000000001,-0.0002257327,84960.0,85498.0,3635.52655,
1740675600060,1.25e-05,0.10950000000000001,-0.0002931681,85498.0,84406.0,2499.9608,
1740679200027,9.7515e-06,0.08542314,-0.0004219879,84408.0,84567.0,1681.14053,
1740682800036,7.4287e-06,0.065075412,-0.0004405705,84564.0,84604.0,1059.35941,
1740686400058,9.2806e-06,0.08129805600000001,-0.0004257551,84603.0,84079.0,2506.42171,
1740690000047,1.25e-05,0.10950000000000001,-0.0002172209,84078.0,83531.0,4124.67846,
1740693600082,1.25e-05,0.10950000000000001,0.0002312435,83536.0,84414.0,3355.40847,
1740697200080,1.25e-05,0.10950000000000001,0.0001489064,84418.0,84772.0,1106.32813,
1740700800071,1.25e-05,0.10950000000000001,0.0002698734,84772.0,84732.0,1000.02887,
1740704400016,1.25e-05,0.10950000000000001,0.0001401434,84733.0,84254.0,876.96993,
1740708000023,1.25e-05,0.10950000000000001,4.8739e-06,84263.0,81731.0,6076.06009,
1740711600052,1.25e-05,0.10950000000000001,-9.9123e-05,81731.0,80779.0,6466.85936,
1740715200021,1.25e-05,0.10950000000000001,-0.0001346145,80780.0,80419.0,3163.1789,
1740718800040,1.25e-05,0.10950000000000001,-0.0003288648,80419.0,80396.0,4883.37029,
1740722400041,1.25e-05,0.10950000000000001,-0.0002374421,80392.0,79924.0,3725.14882,
1740726000183,1.25e-05,0.10950000000000001,-0.0003900427,79920.0,79321.0,3686.1434,
1740729600099,1.25e-05,0.10950000000000001,-0.000351456,79321.0,79189.0,2519.90789,
1740733200062,1.25e-05,0.10950000000000001,-0.0001878582,79189.0,78975.0,2423.01516,
1740736800118,1.25e-05,0.10950000000000001,-2.22623e-05,78975.0,80336.0,2572.57244,
1740740400032,1.25e-05,0.10950000000000001,-0.0001158408,80336.0,80004.0,1916.0013,
1740744000119,1.25e-05,0.10950000000000001,0.0001440871,80004.0,80550.0,2166.09016,
1740747600132,1.25e-05,0.10950000000000001,0.0001576521,80550.0,80801.0,1135.15145,
1740751200024,1.25e-05,0.10950000000000001,0.0001893178,80802.0,81528.0,2179.51797,
1740754800119,1.25e-05,0.10950000000000001,0.0001353819,81514.0,82117.0,3804.10606,
1740758400001,1.25e-05,0.10950000000000001,-0.0001735203,82116.0,83993.0,5024.13986,
1740762000029,1.25e-05,0.10950000000000001,-0.0003174848,83993.0,84333.0,3273.25158,
1740765600031,6.5803e-06,0.057643428,-0.0004473579,84333.0,83553.0,1974.00437,
1740769200008,-1.54769e-05,-0.135577644,-0.0006238154,83554.0,84454.0,2693.31301,
1740772800006,-1.15492e-05,-0.10117099199999999,-0.0005923938,84448.0,84394.0,1255.41583,
1740776400042,-1.13187e-05,-0.09915181200000002,-0.0005905492,84395.0,84151.0,1720.35688,
1740780000048,-1.0807e-05,-0.09466932,-0.0005864561,84149.0,84200.0,773.95896,
1740783600132,-9.8058e-06,-0.08589880800000001,-0.0005784461,84199.0,84102.0,714.20787,
1740787200033,-1.26746e-05,-0.111029496,-0.0006013967,84101.0,84301.0,814.55565,
1740790800110,-1.22834e-05,-0.107602584,-0.0005982671,84301.0,83812.0,571.7882,
1740794400017,-2.5338e-06,-0.022196088000000003,-0.00052027,83807.0,84644.0,1405.98092,
1740798000076,1.25e-05,0.10950000000000001,-0.0002496161,84645.0,85214.0,1744.82477,
1740801600052,1.25e-05,0.10950000000000001,-0.0003257999,85215.0,85295.0,1137.64305,
1740805200012,1.0243e-06,0.008972868,-0.0004918053,85296.0,86139.0,1643.08643,
1740808800066,5.9597e-06,0.052206972,-0.000452322,86139.0,85530.0,870.61754,
1740812400024,-1.239e-07,-0.001085364,-0.000500991,85530.0,85031.0,578.36906,
1740816000095,-2.14076e-05,-0.18753057600000003,-0.0006712608,85030.0,84670.0,614.82339,
1740819600045,-1.47067e-05,-0.128830692,-0.0006176536,84672.0,85280.0,593.06045,
1740823200068,-1.7581e-05,-0.15400956,-0.0006406482,85281.0,85325.0,348.52185,
1740826800017,-4.41958e-05,-0.38715520800000003,-0.0008535664,85319.0,84809.0,1176.55653,
1740830400049,-4.3231e-05,-0.37870356,-0.0008458483,84810.0,84562.0,659.84066,
1740834000041,-2.05661e-05,-0.180159036,-0.0006645284,84562.0,84720.0,654.07733,
1740837600009,-3.84707e-05,-0.337003332,-0.0008077656,84720.0,84459.0,843.36674,
1740841200038,-2.52872e-05,-0.221515872,-0.0007022977,84458.0,84661.0,643.47113,
1740844800027,-1.064e-07,-0.000932064,-0.0005008515,84662.0,84755.0,448.34819,
1740848400003,-1.3713e-06,-0.012012588,-0.0005109706,84756.0,85234.0,570.66793,
1740852000047,1.0514e-06,0.009210264000000001,-0.0004915886,85233.0,85162.0,524.56179,
1740855600093,-8.6788e-06,-0.076026288,-0.0005694307,85162.0,85274.0,357.95218,
1740859200035,-5.815e-06,-0.0509394,-0.0005465198,85272.0,85432.0,369.96515,
1740862800032,-2.5076e-06,-0.021966576,-0.0005200605,85431.0,85480.0,291.33075,
1740866400007,-6.0371e-06,-0.052884996000000004,-0.0005482969,85485.0,86028.0,658.59485,
1740870000025,1.25e-05,0.10950000000000001,-0.0003160005,86027.0,86100.0,1329.70698,
1740873600094,1.25e-05,0.10950000000000001,-0.0002080811,86099.0,86039.0,434.99599,
1740877200036,1.25e-05,0.10950000000000001,-9.95548e-05,86040.0,86003.0,1000.10575,
1740880800076,1.25e-05,0.10950000000000001,-0.000121401,86003.0,86333.0,794.26881,
1740884400016,1.25e-05,0.10950000000000001,-0.0003004816,86332.0,85745.0,1550.17377,
1740888000012,1.25e-05,0.10950000000000001,-0.0003643961,85745.0,85822.0,942.21709,
1740891600085,6.2004e-06,0.054315504,-0.0004503968,85822.0,85699.0,618.82602,
1740895200004,-5.787e-07,-0.005069412,-0.0005046299,85699.0,85911.0,239.11053,
1740898800083,1.16268e-05,0.101850768,-0.0004069857,85910.0,86249.0,775.32957,
1740902400006,1.25e-05,0.10950000000000001,-0.0003573498,86242.0,86202.0,174.55851,
1740906000055,6.6046e-06,0.057856296,-0.0004471632,86201.0,85725.0,782.24031,
1740909600057,1.25e-05,0.10950000000000001,-0.000225955,85725.0,85873.0,734.05202,
1740913200110,1.25e-05,0.10950000000000001,-0.0003272041,85873.0,85974.0,418.40904,
1740916800051,1.25e-05,0.10950000000000001,-0.000337995,85978.0,86067.0,294.0254,
1740920400031,1.25e-05,0.10950000000000001,-0.0003691836,86068.0,85958.0,668.97168,
1740924000018,1.3884e-06,0.012162383999999998,-0.0004888924,85958.0,85671.0,683.394,
1740927600010,1.14099e-05,0.099950724,-0.0004087205,85672.0,85061.0,3090.51017,
1740931200006,1.25e-05,0.10950000000000001,-0.0002255679,85065.0,87370.0,6476.91019,
1740934800036,1.25e-05,0.10950000000000001,-0.0002062962,87370.0,91170.0,7678.43172,
1740938400042,1.25e-05,0.10950000000000001,-4.62299e-05,91166.0,94059.0,7551.27031,
