closing_time_of_funding_and_candle,hourly_funding_rate,annualized_funding_rate,premium,openPrice,closingPrice,volume
1738656000031,1.25e-05,0.10950000000000001,0.0005633819,0.389,0.39005,1349872.6
1738659600070,1.25e-05,0.10950000000000001,0.0004035148,0.39012,0.38157,1019499.7
1738663200033,1.25e-05,0.10950000000000001,0.0004847368,0.38245,0.38103,856728.2
1738666800055,3.03187e-05,0.26559181200000004,0.0007425499,0.38127,0.3884,881550.1
1738670400088,2.72369e-05,0.23859524399999998,0.0007178953,0.38827,0.38871,545129.3
1738674000100,1.25e-05,0.10950000000000001,0.0004677222,0.39243,0.40462,1145981.8
1738677600246,3.48022e-05,0.30486727199999997,0.0007784172,0.40455,0.3943,1506061.9
1738681200040,1.26822e-05,0.111096072,0.0006014577,0.39377,0.41165,3457132.7
1738684800059,1.25e-05,0.10950000000000001,0.0004160758,0.41162,0.41337,2098967.6
1738688400063,1.25e-05,0.10950000000000001,0.0004498503,0.4134,0.41275,1289782.0
1738692000076,1.25e-05,0.10950000000000001,0.0004351363,0.41305,0.40742,1022813.1
1738695600074,1.25e-05,0.10950000000000001,0.0003509099,0.40638,0.41821,352756.0
1738699200087,1.25e-05,0.10950000000000001,0.0004163891,0.41624,0.3969,4007472.9
1738702800005,1.25e-05,0.10950000000000001,0.000102798,0.39643,0.39146,1152125.2
1738706400113,1.25e-05,0.10950000000000001,7.24448e-05,0.39052,0.36859,1332194.2
1738710000060,1.25e-05,0.10950000000000001,9.79393e-05,0.36824,0.36353,663225.8
1738713600003,1.25e-05,0.10950000000000001,0.0003878784,0.3637,0.35938,1978110.9
1738717200029,1.25e-05,0.10950000000000001,0.0004876045,0.35869,0.36999,1265555.6
1738720800000,1.25e-05,0.10950000000000001,0.000372053,0.37143,0.36932,2396432.9
1738724400035,1.25e-05,0.10950000000000001,0.0002030101,0.36961,0.37667,1025336.2
1738728000032,1.25e-05,0.10950000000000001,0.0005297626,0.37667,0.37341,1138780.0
1738731600103,1.25e-05,0.10950000000000001,0.0003839203,0.37288,0.37763,283917.4
1738735200097,1.25e-05,0.10950000000000001,0.0002524339,0.37759,0.38594,334028.6
1738738800021,1.25e-05,0.10950000000000001,0.0003881917,0.38585,0.38033,847645.7
1738742400079,1.54962e-05,0.135746712,0.0006239696,0.38039,0.37802,362050.1
1738746000067,1.25e-05,0.10950000000000001,0.0005247519,0.37858,0.37041,540288.5
1738749600129,1.25e-05,0.10950000000000001,0.0005836945,0.3702,0.37401,389732.5
1738753200107,1.25e-05,0.10950000000000001,0.0005415983,0.37319,0.38597,468192.2
1738756800048,3.68951e-05,0.323201076,0.0007951606,0.38646,0.3889,466332.2
1738760400015,2.7471e-05,0.24064596,0.0007197683,0.3907,0.37782,1298903.9
1738764000025,1.25e-05,0.10950000000000001,0.0003858293,0.37762,0.38969,265328.6
1738767600152,1.25e-05,0.10950000000000001,0.0003672534,0.39142,0.38238,996091.2
1738771200083,1.25e-05,0.10950000000000001,0.0002379743,0.38167,0.37297,1386208.7
1738774800122,1.25e-05,0.10950000000000001,0.0003320105,0.37256,0.35372,3146099.4
1738778400063,1.25e-05,0.10950000000000001,0.000262296,0.35368,0.34057,2089708.8
1738782000017,1.25e-05,0.10950000000000001,0.000164625,0.34067,0.33793,1196604.6
1738785600089,1.25e-05,0.10950000000000001,0.0004829959,0.33854,0.33987,1699365.4
1738789200060,1.25e-05,0.10950000000000001,0.000397566,0.34041,0.33212,1779378.9
1738792800004,1.25e-05,0.10950000000000001,0.0001059085,0.33492,0.3264,1615771.3
1738796400195,1.25e-05,0.10950000000000001,0.0003192027,0.32634,0.31534,1256931.3
1738800000090,1.25e-05,0.10950000000000001,0.0001968328,0.31573,0.32419,1130064.5
